Hour_number,Date,Delivered_Energy_WH,Delivered_Energy_SH,Net_Demand,Total_Demand
1916,2015-03-21,280.387259108878,1400.7269084303396,5349.615199533082,7030.729367072299
1917,2015-03-21,224.1964715787716,1245.2299459580145,5286.467697175674,6755.894114712461
1918,2015-03-21,174.8032631597653,1166.3899951562678,5061.6467750792635,6402.840033395297
1919,2015-03-22,158.85989575046528,1073.1514030512462,4891.149692966191,6123.1609917679025
1920,2015-03-22,173.1051597543883,1058.8167858007937,4711.037298713343,5942.959244268525
1921,2015-03-22,124.29393214481286,1035.3631070869467,4704.328188944336,5863.985228176096
1922,2015-03-22,109.72862797716168,1033.949564724086,4698.040525004817,5841.718717706065
1923,2015-03-22,102.68087372693189,1055.9551083543965,4725.442341949422,5884.078324030751
1924,2015-03-22,118.50347476604917,1240.2102551411651,4634.7821731783715,5993.495903085586
1925,2015-03-22,151.67357355578136,2121.3606458927725,3922.7737250698656,6195.807944518419
1926,2015-03-22,278.90294329633304,2067.558108455629,4183.686642184725,6530.147693936688
1927,2015-03-22,391.95644425329203,1862.9364768342266,4641.002629214071,6895.8955503015895
1928,2015-03-22,450.59368823214214,1692.4543057505962,4989.663202414059,7132.711196396797
1929,2015-03-22,450.79115366451003,1548.6582007263132,5226.906024949436,7226.355379340259
1930,2015-03-22,425.47297835619776,1348.8271143531115,5398.908303763681,7173.20839647299
1931,2015-03-22,352.1932969345377,1251.6979100049825,5508.5775945762825,7112.468801515803
1932,2015-03-22,309.7525955327932,1127.4393528619794,5583.879814307579,7021.071762702351
1933,2015-03-22,286.1919778373394,1055.6928815240278,5587.118961002151,6929.003820363519
1934,2015-03-22,276.4477924941981,962.6213108112729,5766.583485242734,7005.652588548205
1935,2015-03-22,281.81049314670594,952.0512682411854,5949.682306540448,7183.544067928339
1936,2015-03-22,274.46797776731336,1005.4704898083058,6178.68416984895,7458.622637424569
1937,2015-03-22,297.26046899598873,1190.5557144742163,6016.810724555993,7504.626908026198
1938,2015-03-22,308.0697222416012,1301.1352767497704,6023.496015476868,7632.701014468239
1939,2015-03-22,309.8373779158303,1473.1929036511647,5808.626699922165,7591.65698148916
1940,2015-03-22,283.76866917876276,1263.1662190953584,5786.455179304234,7333.390067578355
1941,2015-03-22,225.28814650267526,1143.2945226329161,5519.529080715615,6888.111749851207
1942,2015-03-22,184.50324749777204,1083.1613739218394,5167.135438221736,6434.800059641348
1943,2015-03-23,167.54281212538336,974.1425126218505,5012.486876766839,6154.172201514072
1944,2015-03-23,173.043545444102,956.3352991321967,4878.090223492658,6007.469068068956
1945,2015-03-23,124.22248428182633,1010.8760156955233,4810.973881026127,5946.072381003476
1946,2015-03-23,109.68007746476243,1006.7289489113998,4854.313878731358,5970.722905107521
1947,2015-03-23,102.73080260095568,983.3176298494049,5000.226983209207,6086.275415659567
1948,2015-03-23,118.38521177083653,1140.3759615340052,5172.784591678924,6431.545764983765
1949,2015-03-23,151.67144438196684,2004.2571725589023,4938.886633478682,7094.815250419551
1950,2015-03-23,278.9437118400107,2039.9117425366032,5507.379888329257,7826.235342705871
1951,2015-03-23,392.0398379399457,1887.6579072890318,5688.1763139397335,7967.874059168711
1952,2015-03-23,450.5127580324246,1687.805015518341,5830.733307972785,7969.05108152355
1953,2015-03-23,450.88094108997075,1554.3052914118239,5964.820503935463,7970.006736437258
1954,2015-03-23,425.34102408171015,1469.1204310542953,6011.0089088093855,7905.470363945391
1955,2015-03-23,352.2541184482015,1390.8972318893352,6009.80707431339,7752.958424650928
1956,2015-03-23,309.6627147610995,1322.8688531119878,5977.610993827923,7610.142561701011
1957,2015-03-23,286.2904619106374,1271.2620796167353,5889.873921706085,7447.426463233458
1958,2015-03-23,276.3239168955275,1215.338353115155,5875.203727708221,7366.865997718904
1959,2015-03-23,281.75436519771927,1207.4910939664103,6018.524502356097,7507.769961520227
1960,2015-03-23,274.6452507635518,1252.9859636030415,6207.5443079833085,7735.175522349902
1961,2015-03-23,297.1987245913312,1455.5380738636393,5992.44821617015,7745.18501462512
1962,2015-03-23,308.06649954959147,1486.1158079599923,6133.807588032708,7927.989895542291
1963,2015-03-23,309.821428285872,1713.01341607558,5923.920648730594,7946.755493092045
1964,2015-03-23,283.8022890984011,1470.5860159411377,5880.670238034394,7635.058543073933
1965,2015-03-23,225.26673287597706,1334.334099894758,5550.102440897233,7109.703273667968
1966,2015-03-23,184.4789530910042,1269.093107878893,5213.970514514334,6667.542575484232
1967,2015-03-24,167.3720412585516,1193.9280769455727,4878.489249203298,6239.789367407422
1968,2015-03-24,147.17151439718495,1118.449450802017,4759.394184201472,6025.015149400674
1969,2015-03-24,110.90499233875411,1144.6741194103338,4708.439465699211,5964.018577448299
1970,2015-03-24,103.63151433813496,1157.1577510740806,4695.22901219648,5956.018277608695
1971,2015-03-24,111.52406974935475,1194.1553557044786,4743.158985693147,6048.83841114698
1972,2015-03-24,161.6548926054803,1302.494130475684,4925.938551935298,6390.087575016462
1973,2015-03-24,303.791918805876,2014.279445869766,4743.739419415734,7061.810784091376
1974,2015-03-24,495.15685055989843,2092.3763215707413,5210.07241970285,7797.60559183349
1975,2015-03-24,511.49982927690564,1932.5124675395,5492.4177507712975,7936.430047587703
1976,2015-03-24,389.95063748063177,1820.019710506943,5647.565390757317,7857.535738744891
1977,2015-03-24,326.13497177380503,1663.8739902805485,5740.9222961613405,7730.9312582156945
1978,2015-03-24,265.8489017360378,1587.4658042563497,5812.3510202028865,7665.665726195274
1979,2015-03-24,233.72823550735274,1470.6423090532146,5801.555975588288,7505.926520148855
1980,2015-03-24,216.74749332876243,1335.3531396835147,5877.252735509002,7429.35336852128
1981,2015-03-24,207.20317256293768,1229.6014422766211,5897.727341232335,7334.531956071894
1982,2015-03-24,199.61234285819853,1158.4261873489882,5897.3525813111855,7255.391111518373
1983,2015-03-24,217.29585712166383,1176.2072233092706,5878.767872827233,7272.2709532581675
1984,2015-03-24,247.26442536926749,1277.1812218974726,5882.707771435548,7407.153418702288
1985,2015-03-24,278.31154749157633,1379.5659556194707,5814.806780769707,7472.684283880754
1986,2015-03-24,307.2625371513258,1405.6365290757756,5958.5848868581925,7671.483953085293
1987,2015-03-24,303.8414920976463,1595.2800961941136,5818.251155893147,7717.372744184908
1988,2015-03-24,280.40849130203117,1488.0615845322677,5716.359698080733,7484.829773915032
1989,2015-03-24,224.11928870930382,1336.6966646970066,5494.186249859997,7055.002203266307
1990,2015-03-24,175.0213158769976,1289.3574701454259,5089.076308392481,6553.455094414905
1991,2015-03-25,158.73042450888676,1239.7754042827908,4796.073367631692,6194.5791964233695
1992,2015-03-25,146.88412097417728,1192.9836444543319,4657.0942193457,5996.96198477421
1993,2015-03-25,111.23099054526843,1159.3994688855673,4656.240771800813,5926.871231231648
1994,2015-03-25,103.54970919721423,1212.9144994373896,4584.3381771700315,5900.802385804635
1995,2015-03-25,111.38598165432063,1211.904158824905,4673.143302430255,5996.433442909481
1996,2015-03-25,160.8996492965178,1246.8538820584436,4968.024836855119,6375.778368210081
1997,2015-03-25,302.1068047483482,1451.466428118245,5273.009987543588,7026.583220410181
1998,2015-03-25,493.085299433264,1564.538462920319,5740.512415984222,7798.136178337805
1999,2015-03-25,511.93582228004084,1634.1728292805642,5929.192299032736,8075.3009505933405
2000,2015-03-25,389.35041489520086,1650.257753875597,6072.6571212357685,8112.265290006566
2001,2015-03-25,325.7152415285085,1574.0866591123763,6203.880710978289,8103.682611619174
2002,2015-03-25,264.8874395786652,1457.7831702043518,6319.166141062551,8041.8367508455685
2003,2015-03-25,232.25442232775865,1407.2573264636126,6347.820696829314,7987.332445620686
2004,2015-03-25,214.96271101383334,1361.190439464012,6297.312898827224,7873.466049305069
2005,2015-03-25,205.905913993302,1220.6938692717301,6384.301325026588,7810.9011082916195
2006,2015-03-25,198.2673276421637,1100.824532372622,6495.26977528641,7794.361635301195
2007,2015-03-25,216.3616256096156,1050.973322629903,6616.363354103311,7883.69830234283
2008,2015-03-25,246.11402627025592,1127.1252526314329,6649.968926459714,8023.208205361402
2009,2015-03-25,275.7468145800838,1110.779784614507,6594.201547749752,7980.728146944342
2010,2015-03-25,306.9212354058439,1149.7805852094655,6634.369251933881,8091.07107254919
2011,2015-03-25,303.50820026040833,1237.4524815263119,6465.626741797959,8006.587423584679
2012,2015-03-25,279.38819350228295,1249.90182154388,6137.699129400689,7666.989144446852
2013,2015-03-25,224.8350809853995,1197.8058850689395,5736.774680447664,7159.415646502002
2014,2015-03-25,175.40351993409487,1198.5071212623668,5281.450707402076,6655.361348598537
2015,2015-03-26,158.69715192822875,1138.0488510609418,4946.010888380435,6242.756891369606
2016,2015-03-26,147.10375836496294,1111.578795022138,4782.153565606804,6040.836118993904
2017,2015-03-26,111.10184064841494,1120.4832964207146,4699.32734533176,5930.9124824008895
2018,2015-03-26,103.64636815509296,1104.4847126712045,4669.154172018374,5877.285252844671
2019,2015-03-26,111.40195950707117,1112.4682206890122,4694.243003409446,5918.113183605529
2020,2015-03-26,160.81408480671158,1248.997987404186,4729.791125951573,6139.603198162471
2021,2015-03-26,302.2862871715036,1456.416875108593,5033.188523443993,6791.89168572409
2022,2015-03-26,493.0010828452749,1519.0413408094385,5455.570196730486,7467.612620385199
2023,2015-03-26,511.7353115296308,1559.5336212465827,5568.811342743737,7640.080275519951
2024,2015-03-26,389.21024876649034,1565.6341768121138,5659.500190986849,7614.344616565453
2025,2015-03-26,325.6431076030201,1570.6824883069503,5684.457917452056,7580.7835133620265
2026,2015-03-26,265.0549799576827,1439.23477423652,5743.479019050597,7447.7687732448
2027,2015-03-26,231.85598023464274,1342.6177700278417,5776.6454285940645,7351.119178856548
2028,2015-03-26,215.15911227765042,1192.9446492859688,5839.681650229636,7247.785411793255
2029,2015-03-26,205.6661289335222,1112.7783687724543,5859.759364074982,7178.2038617809585
2030,2015-03-26,198.19685134016098,1065.891182131294,5801.523046974381,7065.611080445836
2031,2015-03-26,216.28287090701147,1054.6274137984983,5808.967368137863,7079.877652843373
2032,2015-03-26,246.08895802775265,1095.5477727711768,5856.776525488063,7198.413256286993
2033,2015-03-26,275.77697176099804,1204.842661353076,5711.365730000924,7191.985363114998
2034,2015-03-26,307.0565436590757,1178.9441334605376,5822.581147595569,7308.581824715182
2035,2015-03-26,303.2822639754655,1253.698928923178,5894.085846925162,7451.067039823805
2036,2015-03-26,279.2844262805345,1194.4837055492833,5760.160288611712,7233.928420441529
2037,2015-03-26,224.7729749403155,1151.391267178453,5403.123722620634,6779.287964739402
2038,2015-03-26,175.26740408858444,1117.749116604983,5042.131599974319,6335.148120667887
2039,2015-03-27,158.94830188112252,1026.619519323562,4804.9887246396975,5990.556545844382
2040,2015-03-27,147.0776443213082,974.238207363207,4653.653164199097,5774.969015883612
2041,2015-03-27,111.05116818336244,1006.7381188149573,4562.2974489808485,5680.086735979168
2042,2015-03-27,103.56232545755705,980.417831254631,4544.473099076679,5628.453255788867
2043,2015-03-27,111.44963487825486,1059.9881666892354,4532.108126226627,5703.545927794117
2044,2015-03-27,161.47237255819886,1247.5404319117035,4580.89900849698,5989.911812966882
2045,2015-03-27,303.72715111391244,2010.4656742718646,4250.226725748871,6564.419551134648
2046,2015-03-27,495.21333342630675,1921.4739216250318,4824.788684758727,7241.475939810065
2047,2015-03-27,511.6871175176801,1774.9812445833709,5194.24062472986,7480.908986830911
2048,2015-03-27,389.8413703108537,1789.5081187521923,5186.707299535586,7366.056788598631
2049,2015-03-27,326.29897466205665,1779.9720317386423,5218.219891021402,7324.490897422101
2050,2015-03-27,265.8021696864465,1659.1295033858153,5298.05481528782,7222.986488360082
2051,2015-03-27,233.75777399656812,1639.096701254164,5316.387521042802,7189.241996293535
2052,2015-03-27,216.9379097315258,1599.4766039024341,5307.510288339163,7123.924801973122
2053,2015-03-27,207.17558672411315,1532.0206874857913,5326.3600417518055,7065.55631596171
2054,2015-03-27,199.534922824688,1483.9129213064152,5301.71720120049,6985.165045331593
2055,2015-03-27,217.28387552341968,1412.6060731226908,5416.187317554427,7046.077266200537
2056,2015-03-27,247.3569463093567,1439.1683350736153,5451.141021489798,7137.66630287277
2057,2015-03-27,278.35541623080485,1412.2579406740506,5518.599631661633,7209.212988566488
2058,2015-03-27,307.26772503458574,1338.258833160413,5663.064389594567,7308.590947789566
2059,2015-03-27,303.84852932095265,1377.2424925335017,5596.29945996028,7277.390481814734
2060,2015-03-27,280.3174356080978,1252.2981536864127,5518.104853480594,7050.720442775105
2061,2015-03-27,224.0524257844499,1174.3479533157524,5293.153662624573,6691.554041724776
2062,2015-03-27,174.94070803203832,1130.2232624596477,5008.97692685416,6314.1408973458465
2063,2015-03-28,158.80021302094232,1041.5894926170256,4745.143651556305,5945.533357194272
2064,2015-03-28,147.01606961364877,1033.5565031633291,4528.267488258166,5708.840061035144
2065,2015-03-28,111.04871135262073,1023.6789790343173,4500.144931936416,5634.872622323353
2066,2015-03-28,103.55837616212422,1062.0664890298954,4420.137046285778,5585.761911477797
2067,2015-03-28,111.4528753127238,1081.231229200884,4420.340365441035,5613.024469954643
2068,2015-03-28,161.6419877999721,1230.553674682305,4329.691081412861,5721.886743895138
2069,2015-03-28,303.7628775554498,1897.3037287796433,3767.6082813611897,5968.674887696283
2070,2015-03-28,495.2459793363971,1918.8769888144427,3935.9922816216467,6350.115249772487
2071,2015-03-28,511.3081884596455,1845.518493259333,4386.071155036671,6742.89783675565
2072,2015-03-28,389.88411818725655,1755.1013518163486,4829.406821830673,6974.392291834278
2073,2015-03-28,326.2145614714957,1676.8110069128888,4953.127775336418,6956.153343720803
2074,2015-03-28,266.10874190887733,1626.375567704467,5049.431168356257,6941.915477969602
2075,2015-03-28,233.75896796100642,1511.0820476592307,5153.851938283034,6898.692953903271
2076,2015-03-28,216.7770707013298,1400.478868056034,5182.234229613092,6799.490168370456
2077,2015-03-28,207.2540925897679,1297.6957553844632,5191.110527594804,6696.060375569035
2078,2015-03-28,199.52968682843738,1239.619364720324,5208.540856726154,6647.689908274915
2079,2015-03-28,217.4215296656201,1150.492353411262,5364.793488434361,6732.707371511244
2080,2015-03-28,247.09715611524908,1192.0174032677592,5461.93332298942,6901.047882372428
2081,2015-03-28,278.530449376572,1288.0802660344489,5378.4990559388325,6945.109771349853
2082,2015-03-28,307.25423127874245,1363.2216164424221,5400.667666060936,7071.143513782101
2083,2015-03-28,303.8043707209052,1457.9547674984083,5278.110640620012,7039.869778839326
2084,2015-03-28,280.38447614453946,1323.1545564998478,5240.037076981146,6843.576109625534
2085,2015-03-28,224.0961556613641,1118.4545145791762,5199.223358542149,6541.774028782689
2086,2015-03-28,174.82451438220508,1109.1673839635218,4893.101280013869,6177.093178359595
2087,2015-03-29,158.8086071896958,995.6192354094618,4725.993827159923,5880.421669759081
2088,2015-03-29,172.98236461050064,990.2161721785221,4552.656742923789,5715.855279712812
2089,2015-03-29,124.40400061114201,967.1876922198478,4519.107291420868,5610.698984251858
2090,2015-03-29,109.79239265333537,1002.9946603762288,4483.3622474144295,5596.1493004439935
2091,2015-03-29,102.55131205507833,1031.6154461916121,4495.550834525648,5629.717592772338
2092,2015-03-29,118.2360631145339,1232.3898880816496,4393.007060414679,5743.633011610862
2093,2015-03-29,151.89458134320694,1932.744229002832,3879.8262287809125,5964.4650391269515
2094,2015-03-29,278.63828061033615,1968.6152443082628,4040.084024156007,6287.337549074606
2095,2015-03-29,392.17715334412566,1886.7370918496513,4456.2579350515525,6735.172180245329
2096,2015-03-29,450.3118809729233,1711.9020711676617,4895.739734591836,7057.953686732421
2097,2015-03-29,450.8035319446893,1563.5854206553256,5192.4218835039965,7206.810836104011
2098,2015-03-29,425.4745741191576,1401.7756926427612,5424.186546420874,7251.436813182792
2099,2015-03-29,352.2225336966335,1289.1524009107138,5593.959183965183,7235.33411857253
2100,2015-03-29,309.70372549498126,1138.4506189416516,5706.591611866183,7154.745956302815
2101,2015-03-29,286.22347532058683,1072.9448486313447,5743.027672697241,7102.195996649172
2102,2015-03-29,276.31824339381785,1044.0752222980877,5765.737544504485,7086.131010196391
2103,2015-03-29,281.76446246397484,1004.7559316384531,5898.822654523133,7185.34304862556
2104,2015-03-29,274.6023152648983,1010.9609064042315,6067.9276504336885,7353.490872102819
2105,2015-03-29,297.2085797372512,956.3777318744324,6063.172924717908,7316.759236329592
2106,2015-03-29,307.963286204081,1142.0606011508646,5946.7188450747235,7396.74273242967
2107,2015-03-29,309.8370071568154,1214.5127391707715,5880.99716180607,7405.346908133657
2108,2015-03-29,283.7109565968977,1058.3625531988112,5769.29868545521,7111.372195250919
2109,2015-03-29,225.2376539229556,967.3964284708114,5495.8550039893325,6688.4890863831
2110,2015-03-29,184.553673185818,951.992936475356,5112.2018699217515,6248.748479582926
2111,2015-03-30,167.3020773304,869.5738806606882,4885.363202733269,5922.239160724357
2112,2015-03-30,173.11222122724106,814.7591001577155,4785.652607938019,5773.523929322976
2113,2015-03-30,124.32957734815233,866.4080714449251,4716.074815029938,5706.812463823015
2114,2015-03-30,109.64787994415906,870.4206248249255,4732.806554616231,5712.875059385316
2115,2015-03-30,102.61705480270369,882.4687124978772,4816.567275609588,5801.6530429101695
2116,2015-03-30,118.3650005646275,1082.7655289291597,4896.412223076597,6097.542752570384
2117,2015-03-30,151.74356301650863,1711.0276913249045,4916.651633985207,6779.4228883266205
2118,2015-03-30,278.92200598849513,1730.2777797180652,5488.100761772415,7497.300547478975
2119,2015-03-30,391.91033448403556,1663.0068189494161,5673.703740120684,7728.620893554136
2120,2015-03-30,450.3516013506746,1438.595809576615,5766.562653699296,7655.5100646265855
2121,2015-03-30,450.8188261860928,1230.9773470104808,5941.397597485003,7623.193770681576
2122,2015-03-30,425.4765639164832,1052.0113668290037,6083.172959742513,7560.6608904879995
2123,2015-03-30,352.2531175346581,976.9066843403746,6178.790425958313,7507.950227833346
2124,2015-03-30,309.62769738202763,880.5040577204405,6180.759513344414,7370.891268446881
2125,2015-03-30,286.17105031377787,738.5976042518314,6230.094272041475,7254.862926607084
2126,2015-03-30,276.45512868205714,631.1373266586147,6236.409617559545,7144.002072900217
2127,2015-03-30,281.8659117412865,523.756495103815,6382.343603222467,7187.966010067568
2128,2015-03-30,274.23986328158554,560.1105870651224,6528.089048857185,7362.439499203892
2129,2015-03-30,297.4472761197463,729.2710524983746,6288.112422113663,7314.830750731784
2130,2015-03-30,307.8524127412099,801.2984740616091,6272.813558554658,7381.9644453574765
2131,2015-03-30,309.7286156853041,984.8292741486246,6137.259193084837,7431.817082918766
2132,2015-03-30,283.79833919718317,983.5453536816811,5847.967839894555,7115.3115327734195
2133,2015-03-30,225.29650713917061,912.1210418728164,5468.6164010016055,6606.033950013592
2134,2015-03-30,184.42686958152854,788.7910474983748,5213.4958115123645,6186.713728592268
2135,2015-03-31,167.46197654797675,705.8017831271601,4916.255884129098,5789.519643804235
2136,2015-03-31,147.02921929061634,648.2258884641701,4863.829671268699,5659.084779023486
2137,2015-03-31,111.07561233928894,668.377819799854,4812.925967550719,5592.379399689862
2138,2015-03-31,103.65492583971401,694.0748741269954,4819.571897545501,5617.30169751221
2139,2015-03-31,111.43872435502823,760.2710389566428,4853.845997543381,5725.555760855052
2140,2015-03-31,161.39056316525105,886.6613648607743,4985.6069139232895,6033.658841949315
2141,2015-03-31,303.8197742407056,1500.9422715509422,4915.399805796763,6720.161851588411
2142,2015-03-31,494.9478517477446,1575.4544258954943,5393.21513308344,7463.61741072668
2143,2015-03-31,511.65917746209254,1490.240299710894,5625.4785865041795,7627.378063677166
2144,2015-03-31,389.75554787278725,1303.362681585022,5837.7603585222,7530.878587980009
2145,2015-03-31,326.18963169533987,1142.2082492746724,5942.579536278636,7410.977417248648
2146,2015-03-31,265.88481695126814,1039.3378571593125,6045.23424180591,7350.45691591649
2147,2015-03-31,233.67980335659115,907.4996846939664,6163.930333127846,7305.109821178404
2148,2015-03-31,216.80229650060053,773.8188563587638,6191.197674875042,7181.818827734406
2149,2015-03-31,207.2185308676579,705.7260088394203,6165.771452710171,7078.715992417249
2150,2015-03-31,199.3244656430942,481.3081471743219,6373.293426802138,7053.926039619554
2151,2015-03-31,217.26427812322947,242.1158976419303,6708.099658332452,7167.479834097612
2152,2015-03-31,247.38244060833642,262.9356786486535,6830.5531080066585,7340.8712272636485
2153,2015-03-31,278.29365322638245,299.50954924029685,6807.783976519436,7385.587178986115
2154,2015-03-31,307.2768326195135,344.66515810415547,6849.840010935008,7501.782001658677
2155,2015-03-31,303.6869044430581,799.83187680368,6543.887822391362,7647.406603638099
2156,2015-03-31,280.46524940545424,873.5514051938643,6277.326378757632,7431.34303335695
2157,2015-03-31,223.96901797037972,738.3595005886208,6033.805245429807,6996.133763988807
2158,2015-03-31,174.93313956875022,695.1822392605344,5665.441977712848,6535.557356542133
2159,2015-04-01,158.7567867887904,649.971971381203,5306.581716998099,6115.310475168093
2160,2015-04-01,134.7623092600297,626.2551240268401,5177.457719678653,5938.475152965523
2161,2015-04-01,101.95906218020768,606.5741025678838,5220.639178839166,5929.172343587257
2162,2015-04-01,95.07107207629863,628.6744097251134,5133.390187134764,5857.135668936176
2163,2015-04-01,102.29714834700758,630.4824797521562,5218.865269284604,5951.644897383769
2164,2015-04-01,147.6482495872915,697.5531936089002,5367.436134212284,6212.637577408475
2165,2015-04-01,277.115545352449,992.4227687808077,5703.666379428494,6973.204693561751
2166,2015-04-01,452.29383669309135,1181.2067166387887,6097.187103618181,7730.687656950061
2167,2015-04-01,469.88699811879155,1281.0421958694815,6061.542809963349,7812.472003951622
2168,2015-04-01,357.1494776583266,1184.4043476520428,6142.463105350089,7684.0169306604585
2169,2015-04-01,298.96349838705595,1012.4250833849422,6213.064967557643,7524.453549329642
2170,2015-04-01,243.11751530063486,906.3234048217877,6253.760129408891,7403.201049531313
2171,2015-04-01,212.97663299055054,854.7139890587899,6267.869239688959,7335.559861738299
2172,2015-04-01,197.2730828703279,757.1872438552987,6303.263870638654,7257.724197364281
2173,2015-04-01,189.00546991050643,589.1376821867535,6401.89126420108,7180.03441629834
2174,2015-04-01,181.89159109334264,420.0836489911238,6521.488984023222,7123.464224107688
2175,2015-04-01,198.5425898193182,448.34090403304447,6518.903221569531,7165.786715421893
2176,2015-04-01,225.77532800746852,437.39799037859297,6696.416858443701,7359.590176829763
2177,2015-04-01,253.04111660443718,178.26410608259408,6930.412031761101,7361.717254448133
2178,2015-04-01,281.6440833558188,261.11453843845413,6920.281116157315,7463.039737951588
2179,2015-04-01,278.4712022042721,523.3239603761425,6876.726048869323,7678.521211449737
2180,2015-04-01,256.407813630013,783.7519208008899,6403.914074110333,7444.073808541236
2181,2015-04-01,206.31133324529063,790.4146646169334,5991.03125357501,6987.757251437234
2182,2015-04-01,161.05826907423202,663.7437675847019,5654.085282741187,6478.887319400121
2183,2015-04-02,145.69040889749263,665.7838290122043,5318.089378873325,6129.563616783022
2184,2015-04-02,134.87722884095297,614.1014027739784,5176.653783837478,5925.632415452409
2185,2015-04-02,101.97471920258053,680.5435272567876,5068.815620651129,5851.3338671104975
2186,2015-04-02,94.97863803740684,641.3692374251939,5122.53001542064,5858.877890883241
2187,2015-04-02,102.23664413057432,652.2428532960073,5200.203510215239,5954.68300764182
2188,2015-04-02,147.72493712831033,756.6208632137433,5391.649938392635,6295.9957387346885
2189,2015-04-02,277.1504048934836,1003.9247303113807,5775.470362038351,7056.545497243214
2190,2015-04-02,452.2020938240358,1096.1095542450012,6202.1377387323455,7750.449386801382
2191,2015-04-02,469.66941049895905,1124.1350584024776,6265.273892154844,7859.078361056281
2192,2015-04-02,357.12745551466816,1017.8231097743076,6351.2105934289275,7726.161158717903
2193,2015-04-02,298.89599799840636,1000.1273720131239,6354.34766559695,7653.37103560848
2194,2015-04-02,243.1165450976856,949.4083339594793,6328.973656124779,7521.498535181944
2195,2015-04-02,212.7868289041699,883.1479873908734,6351.128473809625,7447.063290104668
2196,2015-04-02,197.2930352851639,718.9808479980687,6387.759999934619,7304.033883217852
2197,2015-04-02,188.90532472113662,671.5565327282244,6334.324995101029,7194.78685255039
2198,2015-04-02,181.8828339431816,631.8941929672669,6282.282586700281,7096.05961361073
2199,2015-04-02,198.4503900131416,478.8624935722288,6422.920835518864,7100.233719104234
2200,2015-04-02,225.76643406608042,498.73917374808616,6535.874018628913,7260.37962644308
2201,2015-04-02,253.05228464334738,614.4683113082174,6391.440453016326,7258.961048967891
2202,2015-04-02,281.4750939128793,658.2036898678916,6472.570457514751,7412.249241295522
2203,2015-04-02,278.4180663454268,773.7510493531311,6487.277333053034,7539.4464487515925
2204,2015-04-02,256.215303900504,815.6560681052291,6248.0752302326655,7319.946602238399
2205,2015-04-02,206.48334445432127,809.4051954579809,5887.780133874431,6903.668673786733
2206,2015-04-02,160.8040983274895,804.2041159286483,5472.54555930132,6437.553773557458
2207,2015-04-03,145.6161624043852,715.7523415746858,5198.100785635366,6059.469289614437
2208,2015-04-03,135.08789343343074,663.66098244781,5049.2228763448165,5847.971752226057
2209,2015-04-03,101.8903702025057,672.642873065971,4953.599285069505,5728.132528337981
2210,2015-04-03,95.03186520698212,704.8666190019545,4905.488438975516,5705.386923184453
2211,2015-04-03,102.17749945655663,752.2890044372028,4923.24988805983,5777.716391953589
2212,2015-04-03,148.3785396348419,891.1957714685143,4926.031192119136,5965.605503222492
2213,2015-04-03,278.71116284795295,1639.6420165393647,4359.74069333358,6278.093872720898
2214,2015-04-03,454.3795654658871,1506.0082961077605,4653.073451180484,6613.4613127541315
2215,2015-04-03,469.4336324074652,1416.945317962638,5082.309952578331,6968.688902948434
2216,2015-04-03,357.7239548840995,1263.179524519402,5581.253384306674,7202.1568637101755
2217,2015-04-03,299.5252621684845,1173.2693137848125,5770.643504072014,7243.438080025311
2218,2015-04-03,244.0632579318842,1128.963369455165,5870.046174971567,7243.072802358616
2219,2015-04-03,214.5501796087018,921.5121149781429,6051.5490884877,7187.611383074544
2220,2015-04-03,199.20050360944265,1011.5017712769,5899.837006451813,7110.539281338156
2221,2015-04-03,190.2637844110199,916.8421007368961,5936.453072200189,7043.558957348105
2222,2015-04-03,183.24719858451022,728.8328615059795,6125.543532905588,7037.623592996078
2223,2015-04-03,199.5453637321722,768.6272923276175,6074.284017651279,7042.456673711069
2224,2015-04-03,227.02360792264327,843.1195502176138,6128.511717990444,7198.6548761307
2225,2015-04-03,255.38755429526483,906.3826983629797,5977.778679308028,7139.548931966272
2226,2015-04-03,282.10177938880076,1029.9817957239343,5867.85499001256,7179.938565125295
2227,2015-04-03,278.6825717390549,1076.0741340606326,5987.144100800638,7341.900806600325
2228,2015-04-03,257.3128815735811,973.5553960812192,5911.7229160104525,7142.591193665253
2229,2015-04-03,205.7602835987502,823.7863720856831,5788.717764080001,6818.264419764434
2230,2015-04-03,160.38196961181433,753.1558495521706,5472.402998874506,6385.940818038491
2231,2015-04-04,145.6259312630978,719.2354393414688,5265.37489190569,6130.236262510256
2232,2015-04-04,134.98255320078684,607.6166673112625,5226.780288349908,5969.379508861957
2233,2015-04-04,101.99664093269872,588.1082376778709,5203.515928383814,5893.620806994383
2234,2015-04-04,94.96057342670336,614.3799180067017,5167.674974223358,5877.015465656763
2235,2015-04-04,102.49434616633462,634.1008619062544,5207.065348620667,5943.660556693256
2236,2015-04-04,148.10353820622018,763.4363469635554,5202.014588840512,6113.554474010288
2237,2015-04-04,278.6873548594385,1350.8938326227576,4818.932501112371,6448.513688594567
2238,2015-04-04,454.41123951028294,1453.3629126684875,4931.042853794736,6838.817005973507
2239,2015-04-04,469.27722034671103,1341.0278268709073,5369.574656416651,7179.879703634269
2240,2015-04-04,357.832310577315,1136.9265518045413,5874.25460734504,7369.013469726897
2241,2015-04-04,299.42064401932896,1055.8506684277645,6003.823732883104,7359.0950453301975
2242,2015-04-04,244.24264033999862,1023.4748176331235,5965.7982249998895,7233.515682973011
