Hour_number,Date,Delivered_Energy_WH,Delivered_Energy_SH,Net_Demand,Total_Demand,,
110,2017-01-05,298.942532,2428.683614,6534.970922,9262.597068,,
111,2017-01-05,306.0674749,2470.984606,6580.567957,9357.620038,,
112,2017-01-05,296.6533253,2661.251914,6903.657221,9861.562461,,
113,2017-01-05,320.1270146,2781.942845,7288.014925,10390.08478,,
114,2017-01-05,334.7305535,2728.69978,7261.74076,10325.17109,,
115,2017-01-05,335.4926502,2756.656734,7039.937135,10132.08652,,
116,2017-01-05,306.0325798,2693.676295,6875.656528,9875.365403,,
117,2017-01-05,244.6807939,2346.231878,6916.276194,9507.188866,,
118,2017-01-05,201.2618003,2175.222894,6634.728015,9011.212709,,
119,2017-01-05,181.4543675,2081.309989,6306.329711,8569.094068,,
120,2017-01-06,159.6278782,1974.259192,6091.407017,8225.294087,,
121,2017-01-06,120.3024534,1998.381492,6003.849754,8122.5337,,
122,2017-01-06,112.0304844,1992.403155,5874.024076,7978.457716,,
123,2017-01-06,120.2056642,1992.401587,5866.954555,7979.561806,,
124,2017-01-06,173.9251194,2049.522609,5922.90762,8146.355348,,
125,2017-01-06,327.0076208,2215.949951,5897.184793,8440.142364,,
126,2017-01-06,533.7689371,3245.597948,5154.899872,8934.266757,,
127,2017-01-06,554.2769315,3258.936824,5885.214694,9698.42845,,
128,2017-01-06,422.3909657,3048.586392,6340.17236,9811.149718,,
129,2017-01-06,353.4598173,2741.334751,6666.091888,9760.886457,,
130,2017-01-06,288.1200775,2509.556931,6877.464425,9675.141434,,
131,2017-01-06,252.6211833,2346.03167,7019.521995,9618.174849,,
132,2017-01-06,234.4949768,2090.689279,7213.210864,9538.39512,,
133,2017-01-06,224.5803133,2071.88669,7146.990417,9443.45742,,
134,2017-01-06,215.8106878,2038.442261,7091.199422,9345.452372,,
135,2017-01-06,236.1983614,2101.601433,7049.502432,9387.302226,,
136,2017-01-06,267.2872707,2335.450528,7233.009695,9835.747493,,
137,2017-01-06,299.4450746,2524.712061,7309.215346,10133.37248,,
138,2017-01-06,334.2027807,2573.854694,7045.310416,9953.36789,,
139,2017-01-06,328.9127609,2648.625319,6761.179303,9738.717383,,
140,2017-01-06,302.2081293,2666.844294,6494.774877,9463.827301,,
141,2017-01-06,243.6362991,2280.536227,6605.679201,9129.851727,,
142,2017-01-06,190.5320104,1974.781066,6602.454149,8767.767225,,
143,2017-01-06,172.1797955,1867.248959,6260.271332,8299.700087,,
144,2017-01-07,159.740868,1844.672473,5927.666954,7932.080295,,
145,2017-01-07,120.248672,1859.574353,5750.406246,7730.229271,,
146,2017-01-07,112.0629495,1876.0102,5682.01224,7670.08539,,
147,2017-01-07,120.190529,1997.240844,5570.82865,7688.260023,,
148,2017-01-07,173.7042804,2026.854631,5539.135723,7739.694634,,
149,2017-01-07,326.64605,2054.577866,5537.590128,7918.814044,,
150,2017-01-07,532.1255168,2428.370653,5258.353481,8218.849651,,
151,2017-01-07,552.1862485,2697.041386,5424.074027,8673.301662,,
152,2017-01-07,422.5659096,2693.261239,6034.439272,9150.266421,,
153,2017-01-07,353.1437644,2459.429372,6688.183212,9500.756348,,
154,2017-01-07,287.3951491,2241.896196,6927.621516,9456.912861,,
155,2017-01-07,251.9794007,2243.352171,6822.279858,9317.611429,,
156,2017-01-07,232.8732775,2080.377648,6903.575994,9216.82692,,
157,2017-01-07,222.929787,2065.301195,6767.3899,9055.620882,,
158,2017-01-07,214.4495979,2031.396197,6757.350057,9003.195853,,
159,2017-01-07,234.8881751,2130.786439,6737.358674,9103.033288,,
160,2017-01-07,266.1887898,2336.251636,6966.102917,9568.543342,,
161,2017-01-07,298.3955918,2458.202106,7184.588154,9941.185852,,
162,2017-01-07,331.7507107,2334.264798,7118.771188,9784.786696,,
163,2017-01-07,328.4469353,2269.845628,6989.004681,9587.297244,,
164,2017-01-07,301.8706423,2204.14295,6892.159892,9398.173485,,
165,2017-01-07,242.58927,2105.027567,6694.523008,9042.139846,,
166,2017-01-07,191.415669,1971.126529,6400.947457,8563.489654,,
167,2017-01-07,172.8643613,1910.964768,6044.543057,8128.372186,,
168,2017-01-08,159.5567593,1866.44159,5805.655412,7831.65376,,
169,2017-01-08,120.2505743,1827.036225,5685.127991,7632.41479,,
170,2017-01-08,112.0117097,1831.070598,5570.068519,7513.150826,,
171,2017-01-08,120.2252635,1874.556666,5498.67239,7493.45432,,
172,2017-01-08,174.0029841,1922.068632,5452.323675,7548.395291,,
173,2017-01-08,326.2250189,2088.552392,5247.871439,7662.648849,,
174,2017-01-08,532.3237157,2475.260912,4918.726598,7926.311226,,
175,2017-01-08,552.0398947,2444.214659,5275.733913,8271.988466,,
176,2017-01-08,422.6483736,2388.204902,5883.332885,8694.18616,,
177,2017-01-08,352.9304745,2275.90537,6307.504117,8936.339962,,
178,2017-01-08,287.6192568,2165.403703,6606.345093,9059.368052,,
179,2017-01-08,251.6046711,2085.814533,6800.14135,9137.560555,,
180,2017-01-08,232.7177473,1979.783313,6962.494208,9174.995269,,
181,2017-01-08,222.900729,1916.643824,7068.509668,9208.054222,,
182,2017-01-08,214.3917093,1942.774104,7070.004682,9227.170495,,
183,2017-01-08,234.801198,1954.963534,7247.260432,9437.025164,,
184,2017-01-08,266.2634979,2118.678658,7446.889799,9831.831954,,
185,2017-01-08,298.41991,2283.859812,7463.234811,10045.51453,,
186,2017-01-08,331.5617903,2249.605809,7294.448731,9875.61633,,
187,2017-01-08,328.334254,2256.118614,7071.903128,9656.355996,,
188,2017-01-08,301.7875952,2281.702433,6792.28155,9375.771578,,
189,2017-01-08,242.6722708,2175.840045,6563.064837,8981.577153,,
190,2017-01-08,191.4626415,2085.240024,6171.828771,8448.531436,,
191,2017-01-08,172.6542897,2024.5635,5763.077465,7960.295255,,
192,2017-01-09,159.4410128,1925.909617,5588.532101,7673.882731,,
193,2017-01-09,120.5088449,2025.518276,5332.522038,7478.54916,,
194,2017-01-09,112.1556355,2028.640974,5210.676519,7351.473129,,
195,2017-01-09,120.1770935,2021.760783,5252.864391,7394.802268,,
196,2017-01-09,173.8524754,2171.471734,5150.958051,7496.282261,,
197,2017-01-09,327.0698543,2324.341758,5207.427675,7858.839287,,
198,2017-01-09,533.7281477,3401.351845,4560.145252,8495.225245,,
199,2017-01-09,554.2908518,3244.264041,5527.520071,9326.074964,,
200,2017-01-09,422.3301636,3048.649018,5955.259922,9426.239104,,
201,2017-01-09,353.5964394,2883.014,6144.849699,9381.460138,,
202,2017-01-09,288.1460569,2757.935807,6326.983456,9373.06532,,
203,2017-01-09,252.8364122,2589.053224,6440.934079,9282.823715,,
204,2017-01-09,234.424866,2391.362418,6599.654692,9225.441976,,
205,2017-01-09,224.8183576,2278.466529,6616.855507,9120.140394,,
206,2017-01-09,215.7598896,2215.403701,6639.287245,9070.450836,,
207,2017-01-09,236.3991378,2220.08728,6731.349687,9187.836105,,
208,2017-01-09,267.0987133,2342.186971,6997.975728,9607.261412,,
209,2017-01-09,299.6609706,2602.582289,7078.901479,9981.144738,,
210,2017-01-09,334.0626711,2549.290204,6989.742619,9873.095495,,
211,2017-01-09,329.0623657,2518.859648,6826.988842,9674.910856,,
212,2017-01-09,302.2155968,2521.913785,6620.961976,9445.091358,,
213,2017-01-09,243.6036519,2179.534786,6587.967536,9011.105974,,
214,2017-01-09,190.7512084,2038.365719,6248.846294,8477.963221,,
215,2017-01-09,172.2163039,1941.022095,5849.008814,7962.247213,,
216,2017-01-10,159.6584757,1947.388052,5529.756765,7636.803293,,
217,2017-01-10,120.1343765,1936.421766,5414.065121,7470.621264,,
218,2017-01-10,112.0866135,1955.073046,5340.302805,7407.462464,,
219,2017-01-10,120.2355731,1968.20248,5307.82223,7396.260283,,
220,2017-01-10,173.9977704,1994.286655,5379.159695,7547.444121,,
221,2017-01-10,327.0467891,2139.148999,5384.231584,7850.427372,,
222,2017-01-10,533.728148,2887.819191,5090.663768,8512.211107,,
223,2017-01-10,554.3759605,2906.542638,5900.645312,9361.56391,,
224,2017-01-10,422.3939799,2737.153682,6370.509596,9530.057258,,
225,2017-01-10,353.5756414,2592.025336,6501.071241,9446.672218,,
226,2017-01-10,288.203686,2534.677073,6531.922339,9354.803098,,
227,2017-01-10,252.650916,2365.971912,6576.189407,9194.812235,,
228,2017-01-10,234.518631,2271.761067,6565.82798,9072.107679,,
229,2017-01-10,224.7240625,2159.317283,6567.410919,8951.452264,,
230,2017-01-10,215.8589858,2079.70481,6592.756788,8888.320584,,
231,2017-01-10,236.1999878,2090.356726,6737.945113,9064.501827,,
232,2017-01-10,267.3715211,2352.820642,6944.616916,9564.809079,,
233,2017-01-10,299.5414366,2510.421254,7298.163892,10108.12658,,
234,2017-01-10,334.2053731,2488.203039,7172.576749,9994.985161,,
235,2017-01-10,328.8291051,2509.393132,7073.46963,9911.691867,,
236,2017-01-10,302.2634262,2516.343808,6933.134637,9751.741871,,
237,2017-01-10,243.5947538,2192.223379,6988.638908,9424.457041,,
238,2017-01-10,190.7027549,2048.099153,6763.934711,9002.736619,,
239,2017-01-10,172.318755,1978.341156,6378.81547,8529.475381,,
240,2017-01-11,187.7977838,1923.27952,6161.174736,8272.25204,,
241,2017-01-11,134.7061542,1900.70674,6102.554314,8137.967208,,
242,2017-01-11,118.6943341,1948.524815,6023.25467,8090.473819,,
243,2017-01-11,110.7306668,1982.256022,5984.67784,8077.664529,,
244,2017-01-11,127.0354134,2049.787683,6037.439812,8214.262908,,
245,2017-01-11,162.3864349,2299.962519,6129.048792,8591.397746,,
246,2017-01-11,299.622916,3175.013116,5740.302586,9214.938618,,
247,2017-01-11,424.7104758,3145.468141,6451.84419,10022.02281,,
248,2017-01-11,488.0054646,2855.086754,6804.720072,10147.81229,,
249,2017-01-11,488.5178418,2713.619527,6788.567259,9990.704628,,
250,2017-01-11,460.8053415,2633.351225,6678.051998,9772.208564,,
251,2017-01-11,381.3605963,2516.110616,6677.101922,9574.573135,,
252,2017-01-11,334.9726297,2466.632246,6591.376356,9392.981232,,
253,2017-01-11,310.3457997,2420.966502,6517.583889,9248.896191,,
254,2017-01-11,299.1025545,2353.861244,6486.68598,9139.649778,,
255,2017-01-11,306.1872144,2390.39585,6556.923386,9253.50645,,
256,2017-01-11,296.5708946,2538.218249,6908.164468,9742.953611,,
257,2017-01-11,319.9208713,2620.127811,7409.187115,10349.2358,,
258,2017-01-11,335.0499626,2719.361876,7243.06664,10297.47848,,
259,2017-01-11,335.4359571,2632.979336,7179.159473,10147.57477,,
260,2017-01-11,305.9923248,2642.857823,7024.067067,9972.917215,,
261,2017-01-11,244.872092,2246.093683,7148.384832,9639.350607,,
262,2017-01-11,201.091785,1987.764809,7066.287051,9255.143645,,
263,2017-01-11,181.652786,1897.262537,6664.947511,8743.862835,,
264,2017-01-12,187.5942371,1802.560581,6366.941375,8357.096193,,
265,2017-01-12,134.612236,1823.926932,6303.70165,8262.240818,,
266,2017-01-12,118.8982307,1796.349248,6296.67112,8211.918599,,
267,2017-01-12,110.6301926,1822.323695,6305.47566,8238.429548,,
268,2017-01-12,127.0889016,1946.032277,6313.975107,8387.096285,,
269,2017-01-12,162.573028,2115.424268,6469.901542,8747.898839,,
270,2017-01-12,299.2976362,3041.314305,6048.633811,9389.245752,,
271,2017-01-12,424.7825923,3033.000391,6737.459828,10195.24281,,
272,2017-01-12,488.0661134,2668.184991,7181.671904,10337.92301,,
273,2017-01-12,488.37945,2468.816231,7239.006277,10196.20196,,
274,2017-01-12,461.0404331,2379.280193,7151.936831,9992.257457,,
275,2017-01-12,381.2460219,2231.046711,7118.332391,9730.625123,,
276,2017-01-12,335.0554733,2175.225228,7000.92812,9511.208822,,
277,2017-01-12,310.2666548,2155.612313,6857.021103,9322.900071,,
278,2017-01-12,299.0893246,2146.807749,6772.262816,9218.159889,,
279,2017-01-12,306.0832711,2118.460607,6884.878395,9309.422273,,
280,2017-01-12,296.6777505,2330.899585,7097.073259,9724.650595,,
281,2017-01-12,320.2130726,2395.958967,7617.741233,10333.91327,,
282,2017-01-12,334.6602519,2339.977253,7627.468256,10302.10576,,
283,2017-01-12,335.5455782,2404.712441,7457.667636,10197.92566,,
284,2017-01-12,305.9620928,2405.671584,7227.859155,9939.492832,,
285,2017-01-12,244.8000756,1972.881172,7372.351913,9590.033161,,
286,2017-01-12,201.2885445,1784.973439,7147.287574,9133.549558,,
287,2017-01-12,181.484788,1666.780097,6816.239296,8664.504181,,
288,2017-01-13,159.6449045,1585.179803,6607.31035,8352.135058,,
289,2017-01-13,120.4672035,1600.299807,6438.262251,8159.029261,,
290,2017-01-13,111.9175186,1589.911827,6423.917222,8125.746567,,
291,2017-01-13,120.3209817,1623.726845,6390.586612,8134.634439,,
292,2017-01-13,173.9211462,1674.725321,6393.752453,8242.39892,,
293,2017-01-13,326.9734492,1816.968056,6539.989603,8683.931109,,
294,2017-01-13,533.8315065,2668.522838,6062.044856,9264.3992,,
295,2017-01-13,554.3335921,2624.899152,6855.587523,10034.82027,,
296,2017-01-13,422.4189066,2328.624984,7456.689885,10207.73378,,
297,2017-01-13,353.4961874,2131.57312,7671.725686,10156.79499,,
298,2017-01-13,288.060237,2084.124643,7624.101949,9996.286829,,
299,2017-01-13,252.7298311,1961.309549,7626.892792,9840.932172,,
300,2017-01-13,234.5725788,1864.387865,7576.193543,9675.153987,,
301,2017-01-13,224.5941636,1864.061481,7463.466663,9552.122308,,
302,2017-01-13,215.7567355,1809.743679,7445.027495,9470.52791,,
303,2017-01-13,236.3619188,1867.711965,7388.40176,9492.475644,,
304,2017-01-13,267.1481731,1989.788684,7572.713414,9829.650271,,
305,2017-01-13,299.3825834,2241.721486,7707.547588,10248.65166,,
306,2017-01-13,334.5203633,2325.930196,7461.865888,10122.31645,,
307,2017-01-13,328.7587006,2474.702198,7102.809438,9906.270337,,
308,2017-01-13,302.2661821,2458.834722,6881.361251,9642.462154,,
309,2017-01-13,243.757723,2093.443096,6946.094731,9283.29555,,
310,2017-01-13,190.6193977,1786.315738,6997.34558,8974.280716,,
311,2017-01-13,172.2622759,1687.444197,6700.384291,8560.090764,,
312,2017-01-14,159.5537012,1638.856325,6368.773075,8167.183102,,
313,2017-01-14,120.2224321,1647.948993,6224.595072,7992.766497,,
314,2017-01-14,112.0906829,1645.93553,6172.120596,7930.146809,,
315,2017-01-14,120.3124783,1726.770085,6092.671628,7939.754191,,
316,2017-01-14,173.8370263,1754.594144,6089.012142,8017.443312,,
317,2017-01-14,326.4524276,1836.154869,6055.387497,8217.994794,,
318,2017-01-14,532.1321988,2200.740576,5800.733696,8533.606471,,
319,2017-01-14,552.1990735,2333.525369,6186.62554,9072.349982,,
320,2017-01-14,422.6675496,2341.613281,6739.428201,9503.709032,,
321,2017-01-14,353.2171219,2181.483319,7119.333161,9654.033601,,
322,2017-01-14,287.5672449,2002.911657,7244.166577,9534.64548,,
323,2017-01-14,251.6553621,1856.532888,7261.91824,9370.106491,,
324,2017-01-14,232.8672091,1756.451813,7144.721408,9134.040431,,
325,2017-01-14,223.058873,1667.402959,6983.158101,8873.619933,,
326,2017-01-14,214.4357534,1674.387217,6850.630165,8739.453135,,
327,2017-01-14,234.8833439,1691.204438,6933.782819,8859.870601,,
328,2017-01-14,266.3620599,1915.811076,7081.451632,9263.624767,,
329,2017-01-14,298.4282609,2239.76239,7197.244613,9735.435264,,
330,2017-01-14,331.6268286,2105.399282,7183.919489,9620.9456,,
331,2017-01-14,328.4573386,2017.204794,7054.678428,9400.34056,,
332,2017-01-14,301.7636839,2020.215576,6865.437244,9187.416504,,
333,2017-01-14,242.8163924,1988.806041,6703.37312,8934.995554,,
334,2017-01-14,191.5022411,1849.631317,6507.132098,8548.265656,,
335,2017-01-14,172.8412361,1796.983728,6196.080636,8165.905599,,
336,2017-01-15,159.647812,1763.251223,5959.158825,7882.05786,,
337,2017-01-15,120.1969239,1772.360213,5794.338139,7686.895275,,
338,2017-01-15,112.0641494,1796.021526,5676.790116,7584.875791,,
339,2017-01-15,120.2638066,1883.691172,5537.54362,7541.498598,,
340,2017-01-15,173.7934625,1943.945539,5415.268515,7533.007516,,
341,2017-01-15,326.4697116,2051.091505,5329.800006,7707.361223,,
342,2017-01-15,532.2405291,2359.689782,5131.000134,8022.930445,,
343,2017-01-15,552.1392272,2392.57276,5511.579321,8456.291308,,
344,2017-01-15,422.711212,2524.363796,5893.888964,8840.963972,,
345,2017-01-15,352.8123136,2324.374279,6342.134822,9019.321415,,
346,2017-01-15,287.3861285,2212.501496,6499.127538,8999.015163,,
347,2017-01-15,251.7361092,2105.030514,6559.481118,8916.247742,,
348,2017-01-15,232.6627042,2072.994327,6482.955066,8788.612097,,
349,2017-01-15,222.602103,1996.403185,6425.470953,8644.476241,,
350,2017-01-15,214.4538151,2054.013075,6258.05909,8526.52598,,
351,2017-01-15,234.8545043,2109.906684,6311.751312,8656.5125,,
352,2017-01-15,266.090985,2241.678013,6672.418985,9180.187983,,
353,2017-01-15,298.4036186,2420.167776,6987.654004,9706.225398,,
354,2017-01-15,331.4799433,2454.668983,6864.64504,9650.793967,,
355,2017-01-15,328.5603994,2317.50069,6822.79376,9468.854849,,
356,2017-01-15,301.7838191,2191.497517,6746.327647,9239.608983,,
357,2017-01-15,242.5874451,2246.46133,6426.931074,8915.979848,,
358,2017-01-15,191.3895072,2013.308581,6178.341388,8383.039476,,
359,2017-01-15,172.7054437,1949.611342,5794.661586,7916.978372,,
360,2017-01-16,159.7311703,1940.43619,5476.069508,7576.236868,,
361,2017-01-16,120.3653972,1948.544924,5326.425579,7395.335899,,
362,2017-01-16,112.0237928,1939.244578,5295.096388,7346.364759,,
363,2017-01-16,120.2515893,1952.375513,5316.448647,7389.075749,,
364,2017-01-16,173.7957811,2030.475799,5384.674407,7588.945987,,
365,2017-01-16,326.5058342,2069.087319,5550.075726,7945.668879,,
366,2017-01-16,532.1901543,2423.029842,5654.808437,8610.028433,,
367,2017-01-16,552.2460142,2436.907212,6434.618569,9423.771795,,
368,2017-01-16,422.471174,2451.16129,6695.601359,9569.233823,,
369,2017-01-16,353.1348507,2393.340911,6739.020208,9485.495969,,
370,2017-01-16,287.2217686,2299.855825,6880.580844,9467.658438,,
371,2017-01-16,251.7169275,2250.401826,6850.663446,9352.782199,,
372,2017-01-16,232.4528921,2161.220393,6842.522311,9236.195596,,
373,2017-01-16,223.041579,2123.375106,6772.074701,9118.491386,,
374,2017-01-16,214.1967755,2099.349329,6758.581546,9072.12765,,
375,2017-01-16,234.8237865,2076.313101,6867.393461,9178.530349,,
376,2017-01-16,266.2202568,2142.37607,7229.987124,9638.583451,,
377,2017-01-16,298.3267443,2188.962997,7480.59646,9967.886202,,
378,2017-01-16,331.7716747,2230.573652,7233.365186,9795.710512,,
379,2017-01-16,328.3772699,2183.628019,7082.536837,9594.542125,,
380,2017-01-16,301.6891494,2164.375288,6750.829978,9216.894416,,
381,2017-01-16,242.2179415,1990.754908,6593.843422,8826.816271,,
382,2017-01-16,191.4003429,1820.799895,6261.220965,8273.421203,,
383,2017-01-16,173.0143266,1786.256085,5804.275098,7763.54551,,
384,2017-01-17,159.4877521,1725.885793,5499.063973,7384.437518,,
385,2017-01-17,120.1297562,1716.203994,5333.188821,7169.52257,,
386,2017-01-17,112.223482,1717.409859,5262.952469,7092.58581,,
387,2017-01-17,120.1878296,1758.699869,5216.864237,7095.751936,,
388,2017-01-17,173.8848867,1811.54533,5210.626372,7196.05659,,
389,2017-01-17,327.08733,1964.805437,5259.872015,7551.764781,,
390,2017-01-17,533.9330138,3221.834208,4414.455302,8170.222524,,
391,2017-01-17,554.3280968,3059.306422,5338.722864,8952.357383,,
392,2017-01-17,422.3550177,2830.791143,5847.21551,9100.361671,,
393,2017-01-17,353.6096901,2711.049238,5900.898591,8965.557519,,
394,2017-01-17,288.2180814,2604.990219,5967.655447,8860.863748,,
395,2017-01-17,252.8244808,2542.303805,6004.5705,8799.698786,,
396,2017-01-17,234.4256984,2473.328879,6022.096506,8729.851084,,
397,2017-01-17,224.8863856,2372.25058,6090.005014,8687.14198,,
