Hour_number,SH_Demand_R_TW,SH_Demand_C_TW,SH_Demand_Total_TW
250,0.002703612680670148,0.0016657572306358068,0.004369369911305955
251,0.002638387649034274,0.0014442447761814092,0.004082632425215683
252,0.0027350325270485633,0.0013091154628737292,0.004044147989922292
253,0.002670995713743194,0.0012455625096918206,0.003916558223435015
254,0.002599635090698851,0.0011826013065350533,0.003782236397233904
255,0.002602971621321776,0.001128834413307557,0.003731806034629333
256,0.00274503864326726,0.0012406080181311856,0.003985646661398445
257,0.0027483302174386224,0.0014497232686639138,0.004198053486102536
258,0.0028277257842267553,0.0015411590518703464,0.004368884836097101
259,0.0026434201835724594,0.0016708669953546238,0.004314287178927083
260,0.0026313066455602957,0.0017195194286803274,0.004350826074240623
261,0.002547357904083472,0.0007006939389602554,0.0032480518430437273
262,0.0024527704860188865,0.0005017323715839904,0.002954502857602877
263,0.002235188902513321,0.0006140108255196082,0.0028491997280329293
264,0.002132732935876471,0.0005203841790596567,0.0026531171149361274
265,0.00211575256039624,0.00047625945855612377,0.002592012018952364
266,0.0020597806868229923,0.00039970001746240073,0.002459480704285393
267,0.0020974643985389005,0.00048205491461815155,0.002579519313157052
268,0.0021818629308399,0.00045158264036435623,0.0026334455712042565
269,0.002210288709814781,0.0007885362965818445,0.0029988250063966255
270,0.002320906192145973,0.003145265249361534,0.0054661714415075065
271,0.0023861795815990107,0.0027786718905905543,0.005164851472189565
272,0.0023192318165037966,0.0023132820538185298,0.004632513870322326
273,0.0021993820131669278,0.0019387844984712214,0.004138166511638149
274,0.0022856862200174876,0.0017331403968848193,0.004018826616902307
275,0.002142615490825646,0.0015142575805462157,0.0036568730713718613
276,0.002188649283698095,0.0013907130322762201,0.0035793623159743153
277,0.0021498353221535518,0.0013618588938103294,0.0035116942159638814
278,0.0021576838161609046,0.001384008922053496,0.0035416927382144006
279,0.0021429034719040413,0.0013192177349675756,0.003462121206871617
280,0.0023940941462996493,0.0013825806459070982,0.0037766747922067475
281,0.0023612626376629136,0.0015817303531183043,0.003942992990781218
282,0.0021932343493204906,0.001712720020365953,0.0039059543696864435
283,0.002262262877753607,0.0019131435957780447,0.004175406473531652
284,0.002267322146068364,0.001938165194463856,0.0042054873405322196
285,0.0022118114856816366,0.0007052717520647066,0.002917083237746343
286,0.002198470128712335,0.00048334953133812855,0.0026818196600504637
287,0.001964619313060097,0.0005740068860130989,0.002538626199073196
288,0.0018304446242830578,0.0004728449114697968,0.0023032895357528544
289,0.001780212426807276,0.0004470196868138284,0.0022272321136211043
290,0.0017688399306834011,0.0003768949545236595,0.0021457348852070607
291,0.0018354643517442793,0.0004546633488327564,0.002290127700577036
292,0.001835145971036396,0.00043904290994518404,0.00227418888098158
293,0.001847280799931873,0.0006310756753631834,0.0024783564752950565
294,0.0020234726753828353,0.0029223451887285304,0.004945817864111366
295,0.002109598731801387,0.0026119942079926464,0.0047215929397940335
296,0.002058743595092913,0.0022466470740240174,0.00430539066911693
297,0.001928425908758666,0.0019066152189663034,0.0038350411277249695
298,0.0019555395185718656,0.0016848215491710003,0.003640361067742866
299,0.0018262321407832923,0.0015283332769638702,0.0033545654177471627
300,0.0017749264257487353,0.0014677243460359721,0.0032426507717847075
301,0.001816616996329551,0.0014512068651389932,0.0032678238614685445
302,0.0017055065007470674,0.0014697307000435449,0.0031752372007906125
303,0.001828991768341427,0.0013628474253774246,0.003191839193718852
304,0.0019251495351794397,0.0013790400031114347,0.0033041895382908745
305,0.0021105102040634744,0.0015850679299141618,0.003695578133977636
306,0.002140463017738336,0.001883276589688517,0.004023739607426853
307,0.002296754161071643,0.0021627648832735777,0.0044595190443452205
308,0.002244059994915989,0.002223079959099524,0.004467139954015513
309,0.0022629835203451373,0.0017419588830744404,0.004004942403419578
310,0.002222052920030193,0.0005363511747817446,0.0027584040948119377
311,0.0020320507298340514,0.00063249913415536,0.0026645498639894113
312,0.001970558604782288,0.0005114744698640674,0.0024820330746463553
313,0.001988815520253392,0.00048195052129311683,0.002470766041546509
314,0.0019203391368166466,0.00039943843159509674,0.0023197775684117433
315,0.001970588793046511,0.0005039926655124462,0.0024745814585589573
316,0.0019968046317660935,0.00042249302666835364,0.002419297658434447
317,0.0020188502341268615,0.0006228572723435375,0.002641707506470399
318,0.002165528153778608,0.0007929707837077533,0.002958498937486361
319,0.0021779937534292964,0.0010804167901054317,0.0032584105435347283
320,0.002204805549702124,0.002528681209752505,0.004733486759454629
321,0.002129384167316658,0.0021339454460936715,0.004263329613410329
322,0.0019476478133664452,0.00180576548804407,0.003753413301410515
323,0.0018332605701046158,0.0016105863341841571,0.0034438469042887727
324,0.0017231689072123655,0.0013810403394578347,0.0031042092466702
325,0.0016005910444590622,0.0013088297318162912,0.0029094207762753533
326,0.001642697319305586,0.0012400823272206334,0.002882779646526219
327,0.0016791035857964406,0.0012832249562177082,0.002962328542014149
328,0.0019098712855197362,0.0013550499141809595,0.0032649211997006957
329,0.002302639006413042,0.0017666090157053517,0.004069248022118393
330,0.0022032513063231277,0.0017415457563026994,0.003944797062625827
331,0.0022329983751259315,0.0006031354975502937,0.0028361338726762254
332,0.0022830102035332703,0.0006482827789887363,0.0029312929825220067
333,0.0022996401324578697,0.0006462367160663633,0.002945876848524233
334,0.00222278697459897,0.0006216160516792601,0.00284440302627823
335,0.002164897309122003,0.0006374239949642396,0.0028023213040862427
336,0.002079088272277731,0.0006612280183020233,0.0027403162905797543
337,0.0021245012877687255,0.0005454606465816914,0.0026699619343504167
338,0.0021028585383715166,0.0006207227449727057,0.0027235812833442223
339,0.0021516710485325013,0.0006697003061905747,0.002821371354723076
340,0.0022308753660291174,0.0006887969717173477,0.0029196723377464652
341,0.002285290270328309,0.0008358509109518445,0.0031211411812801532
342,0.0024933712832635986,0.0009821909525365687,0.0034755622358001673
343,0.002552650308550928,0.0010303323399806596,0.0035829826485315876
344,0.002622554407727674,0.002665229820475769,0.0052877842282034425
345,0.0024694786935143525,0.002247443423631762,0.004716922117146114
346,0.0023932464787949533,0.0018829768163425762,0.00427622329513753
347,0.0023244444922117823,0.0015894149715175003,0.003913859463729283
348,0.0023531517473628005,0.0013021411930282277,0.003655292940391028
349,0.002297394922447753,0.0011632439811879388,0.0034606389036356917
350,0.002323554037535215,0.0011123038910348863,0.0034358579285701015
351,0.0023741017167236956,0.001155261076099639,0.0035293627928233346
352,0.002478374589938181,0.0013428564053950822,0.003821230995333263
353,0.0025769327443096947,0.0017259948951457613,0.004302927639455456
354,0.0025945359915619426,0.0019126684466890655,0.004507204438251008
355,0.0025617142475342753,0.0007833299400239913,0.003345044187558267
356,0.002309023678706864,0.0008684820162856314,0.0031775056949924956
357,0.0024167783753941325,0.0008743414505409359,0.0032911198259350685
358,0.0022718579803398917,0.0008750173290965465,0.003146875309436438
359,0.0021773196041143714,0.0008858545414816445,0.003063174145596016
360,0.002141649488483161,0.0008884629316948195,0.0030301124201779803
361,0.0020870253179682244,0.0007314503236322215,0.002818475641600446
362,0.0020525172494663428,0.0008183227313341138,0.0028708399808004565
363,0.0020371601768859804,0.0008210531042799983,0.0028582132811659786
364,0.002050410924923815,0.0008930962029008991,0.002943507127824714
365,0.0020749588260474397,0.0010769172659366103,0.0031518760919840502
366,0.0021395039446698116,0.0028749733957731663,0.0050144773404429775
367,0.002204535467902086,0.00254882058893034,0.004753356056832426
368,0.0023386682141909375,0.002405078487220478,0.004743746701411415
369,0.0023873488084964873,0.0019855867078757486,0.004372935516372236
370,0.0023894257809071347,0.0017921264641809977,0.004181552245088132
371,0.002419882261696744,0.0015050901392206655,0.003924972400917409
372,0.00241303025016502,0.0014001655208502675,0.0038131957710152873
373,0.002420655600492071,0.001241998223759892,0.0036626538242519628
374,0.0023794087856393565,0.0012152407003551049,0.0035946494859944614
375,0.0022818907873192605,0.0011176112661210032,0.003399502053440264
376,0.002301478479956204,0.0012377825648977286,0.0035392610448539328
377,0.0022886217500381997,0.0013702244372253592,0.003658846187263559
378,0.0023593478607591024,0.0014866180192853382,0.0038459658800444408
379,0.002313622067942519,0.0015134466883961668,0.0038270687563386856
380,0.0022046669037588096,0.0016703198258671247,0.0038749867296259343
381,0.002076856140742068,0.0008615302217176892,0.002938386362459757
382,0.0019630582339537636,0.0008821448450784879,0.0028452030790322514
383,0.00190252757539933,0.0008744831861541559,0.002777010761553486
384,0.001813401592431743,0.000841438839976267,0.00265484043240801
385,0.0017928509425115269,0.0006808436680253707,0.0024736946105368973
386,0.0017321007756385294,0.0007284580813876465,0.002460558857026176
387,0.001708331771862701,0.00071460872056959,0.002422940492432291
388,0.0017604642198250323,0.0007755954510813938,0.002536059670906426
389,0.0017987866170976082,0.0010435503859800926,0.0028423370030777008
390,0.0018771284326507965,0.0041771714278337506,0.006054299860484547
391,0.001904736900302689,0.003539677359765789,0.005444414260068478
392,0.0020021700725656472,0.002945434094940084,0.004947604167505731
393,0.0021228966196499815,0.0025209087629067717,0.004643805382556753
394,0.0022250794497533145,0.0022487920166565267,0.004473871466409841
395,0.0022837459044535223,0.0020210004854796268,0.004304746389933149
396,0.0022057288363931484,0.00195764748492819,0.004163376321321338
397,0.0022426112177108145,0.0018597414866939456,0.00410235270440476
398,0.0020751634006797447,0.0017918134030730898,0.0038669768037528345
399,0.001965312327006153,0.001641063304693558,0.003606375631699711
400,0.001972358832247413,0.0016021937609139376,0.0035745525931613507
401,0.0021027554660584015,0.0017945884389576213,0.003897343905016023
402,0.002226902189822389,0.0018627586969148181,0.004089660886737207
403,0.0021241133602855774,0.0019787347563960046,0.004102848116681582
404,0.0020038484245871587,0.0019049889347889392,0.003908837359376098
405,0.002015123795734648,0.0008401057182981398,0.0028552295140327876
406,0.002045515512978759,0.0005268408289211234,0.002572356341899882
407,0.0017914318626019458,0.000633970220908474,0.00242540208351042
408,0.0016875848493786867,0.0005166220154173897,0.0022042068647960766
409,0.0016987095582037682,0.0004847057382420419,0.00218341529644581
410,0.0016988013106844064,0.0003981917655290974,0.002096993076213504
411,0.0017171434693286564,0.0004888048604409547,0.002205948329769611
412,0.001714043198261856,0.0004497962812981228,0.002163839479559979
413,0.0017965421346435447,0.0007828006426423272,0.002579342777285872
414,0.0019586962549162576,0.0030135538907564365,0.004972250145672694
415,0.0020549345091656376,0.002560747659577135,0.004615682168742773
416,0.0020593764966523338,0.0021168602471552567,0.00417623674380759
417,0.0019045818916469382,0.0018038750117787862,0.0037084569034257246
418,0.0017218448423406902,0.0016475475621071688,0.003369392404447859
419,0.0017173001943878723,0.0014476239261296446,0.003164924120517517
420,0.0017638132095107492,0.0013998436799421165,0.0031636568894528655
421,0.0017582742744479418,0.0013877292984583356,0.0031460035729062776
422,0.0018548872240407707,0.0013932177919722835,0.003248105016013054
423,0.0018388421892911629,0.001306560904775827,0.00314540309406699
424,0.0020602725050442383,0.0012673787992189046,0.003327651304263143
425,0.002132416013649417,0.0013871849325406804,0.003519600946190097
426,0.0020241381144100955,0.0014294165426977322,0.0034535546571078275
427,0.002113753751761023,0.0015815914733582545,0.0036953452251192774
428,0.002057960084419514,0.0014549427387966795,0.0035129028232161936
429,0.002021909563472956,0.0005804050692587706,0.0026023146327317265
430,0.0020524405353612675,0.00039431813477450406,0.0024467586701357714
431,0.0018519487545139133,0.0004849556264392846,0.0023369043809531977
432,0.001737572684415899,0.0004179693356061457,0.0021555420200220447
433,0.0016788692160894095,0.00041344937502740413,0.0020923185911168136
434,0.0016865440188932434,0.00034310749272552585,0.0020296515116187694
435,0.0016666388456863382,0.00042343224106775127,0.0020900710867540894
436,0.0017462053289797408,0.00039960479153565594,0.002145810120515397
437,0.001745004486433036,0.0006770490702496242,0.0024220535566826604
438,0.001967200686619834,0.002707500387937345,0.004674701074557179
439,0.0020507647934892258,0.0022696213335896198,0.0043203861270788456
440,0.0020268716467790942,0.0019131427050198752,0.00394001435179897
441,0.0017876556929070082,0.0016508668636582952,0.0034385225565653037
442,0.001821433472026929,0.00149962584119308,0.003321059313220009
443,0.0018081616690885853,0.0012899976165934642,0.0030981592856820497
444,0.0016887175230409337,0.0011704773514695252,0.0028591948745104586
445,0.0016594516846745804,0.001109250940007962,0.0027687026246825423
446,0.0017290346851950883,0.0010980650700123356,0.002827099755207424
447,0.0016951226299598248,0.0009521200735484529,0.002647242703508278
448,0.0020180181921042872,0.0009871080909886,0.003005126283092887
449,0.002129771025621493,0.001189240064132899,0.003319011089754392
